kode_barang,kode_barcode,kode_barcode_2,kode_barcode_3,nama,kategori,sub_kategori,supplier,tanggal_beli,isi,isi_satuan_3,satuan_1,satuan_2,satuan_3,toko,gudang,hpp,harga_toko_1,harga_toko_2,harga_toko_3,harga_partai_1,harga_partai_2,harga_partai_3,harga_cabang_1,harga_cabang_2,harga_cabang_3,lokasi,ukuran,warna,nama_2,nama_3,stok_min,stok_max,total_stock,total_sales,profit_margin,low_stock_flag,fast_moving_flag,margin_category
S0576,8992770061027,,,SAJIKU BUMBU 90G RASA PEDAS,BUMBU,Unknown,PT AJINAMOTO SA,1899-12-30,120,1,BUNGKUS,Unknown,Unknown,0,0,1950.0,2300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,9.0,0.1522,True,False,Medium
S0577,8992770061010,,,SAJIKU BUMBU 90G SERBAGUNA,BUMBU,Unknown,a,1899-12-30,120,1,BUNGKUS,Unknown,Unknown,0,0,1950.0,2300,,,,,,,,,Unknown,Unknown,Unknown,,,40,0,0,14.0,0.1522,True,False,Medium
S6176,8992770054043,,,SAJIKU NASI GRG SEAFOOD 20GR,BUMBU,Unknown,PT AJINAMOTO SA,1899-12-30,10,1,PCs,Unknown,Unknown,0,0,1350.0,1600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1562,True,True,Medium
S3588,8992770084064,,,SAJIKU TBB 250G SERBA GUNA,BERAS,Unknown,PT AJINAMOTO SA,1899-12-30,24,1,BUNGKUS,Unknown,Unknown,0,0,4350.0,5200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,20.0,0.1635,True,False,Medium
S0580,8993218321505,,,SAKATONIK ABC 30S BOX ANGGUR,OBATAN,Unknown,GOLDEN MITRA AN,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,8450.0,9200,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,28.0,0.0815,True,False,Low
S0581,8993218320508,,,SAKATONIK ABC 30S BOX JERUK,OBATAN,Unknown,GOLDEN MITRA AN,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,8445.0,8800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,15.0,0.0403,True,False,Low
S0582,8993218115012,,,SAKATONIK ABC 30S BOX STRAW,OBATAN,Unknown,GOLDEN MITRA AN,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,8450.0,8800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,9.0,0.0398,True,False,Low
S0579,8993218301002,,,SAKATONIK LIVER 100ML,OBATAN,Unknown,GOLDEN MITRA AN,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,6200.0,6900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,40.0,0.1014,True,False,Medium
S0586,8993218103309,,,SAKATONIK LIVER 330ML,OBATAN,Unknown,GOLDEN MITRA AN,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,14450.0,15200,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,25.0,0.0493,True,False,Low
S6868,8993218311001,,,SAKATONIK LIVER TABLET,DETERGEN,Unknown,GOLDEN MITRA AN,1899-12-30,10,1,PCs,Unknown,Unknown,0,0,32789.0,34500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,41.0,0.0496,True,False,Low
S6869,8993218322106,,,SAKATONIK LIVER TABLET 1PCS,DETERGEN,Unknown,GOLDEN MITRA AN,1899-12-30,10,1,PCs,Unknown,Unknown,0,0,3278.9,3800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.1371,True,True,Medium
S7107,89686023787,,,SAKURA MI GORENG 5SX60G,MIE,Unknown,INDOMARCO,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,4250.0,4700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0957,True,True,Low
S0589,89686023077,,,SAKURA MIE 5S KALDU AYAM,MIE,Unknown,INDOMARCO,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,3921.88,4400,,,,,,,,,Unknown,Unknown,Unknown,,,16,0,0,29.0,0.1087,True,False,Medium
S0591,89686923070,,,SAKURA MIE 5S SOTO AYAM,MIE,Unknown,INDOMARCO,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,4462.5,4900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.0893,True,False,Low
S0592,89686923018,,,SAKURA MIE 5S SUP AYAM,MIE,Unknown,INDOMARCO,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,3921.88,4400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,21.0,0.1087,True,False,Medium
S7182,89686023152,,,SAKURA SOTO MDAN,SABUN & SAMPHOO,Unknown,PRINTIS PRIBADI,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,4893.75,5200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,38.0,0.0589,True,False,Low
S6692,106089,,,SALEP 88,OBATAN,Unknown,"BINTANG LIMA, P",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,3750.0,4300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,24.0,0.1279,True,False,Medium
S7251,8997013148688,,,SALEP 88,OBATAN,Unknown,"BINTANG LIMA, P",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,4675.0,5000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.065,True,False,Low
S0611,8999988388182,,,SALEP KULIT KAKI-3 5GR,OBATAN,Unknown,PT SELATINDO BA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,3200.0,3600,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,49.0,0.1111,True,True,Medium
S0612,8995026801040,,,SALICYL BEDAK K.F 60GR,KOSMETIK,Unknown,JAYA PUTRA SAWA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,4009.0,4700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.147,True,True,Medium
S7583,8992730999506,,,SALJU KREKER 24S,BUMBU,Unknown,PT.YAFINDO  MIT,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,9500.0,13200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.2803,True,True,High
S6378,8992870311190,,,SALON PAS HOT 10X10LEMBAR,OBATAN,Unknown,"BINTANG LIMA, P",1899-12-30,1,1,PAPAN,Unknown,Unknown,0,0,30800.0,34000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,16.0,0.0941,True,False,Low
S3295,8992870310100,,,SALONPAS BIASA SUPER,OBATAN,Unknown,SERAYA MAKMUR P,1899-12-30,10,1,PACKs,Unknown,Unknown,0,0,3520.0,4000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,47.0,0.12,True,True,Medium
S6221,8992870311183,,,SALONPAS HOT 12 INCHS,OBATAN,Unknown,SERAYA MAKMUR P,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,41000.0,42500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,13.0,0.0353,True,False,Low
S5711,8992870410121,,,SALONPAS HOT 12S,OBATAN,Unknown,SERAYA MAKMUR P,1899-12-30,10,1,PACKs,Unknown,Unknown,0,0,3050.0,4500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,3.0,0.3222,True,False,High
S6175,8992870311091,,,SALONPAS KOYO 10STRIP,OBATAN,Unknown,SERAYA MAKMUR P,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,39000.0,41000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,22.0,0.0488,True,False,Low
S7181,4987188521441,,,SALONPAS PAIN,ROKOK,Unknown,ANGUANG,1899-12-30,1,1,SLOF,Unknown,Unknown,0,0,12000.0,13500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,15.0,0.1111,True,False,Medium
S7534,8888166606395,,,SALTCHEESE COMBO 15GX10S,BISKUIT,Unknown,PT.SUMBER SARI,1899-12-30,180,1,PACKs,Unknown,Unknown,0,0,4300.0,4700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,20.0,0.0851,True,False,Low
S7572,8888166607934,,,SALTCHEESE COMBOBERRY,PERMEN,Unknown,PT.MULTIBOGA AR,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,4300.0,4700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.0851,True,False,Low
S7533,8888166607361,,,SALTCHEESE COMBOCIZ 15G,BISKUIT,Unknown,PT.SUMBER SARI,1899-12-30,10,1,PACKs,Unknown,Unknown,0,0,4300.0,4700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,32.0,0.0851,True,False,Low
S7318,711844120358,,,SAMBAL ABC  ASLI 1000G REFF,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,14933.33,15700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0488,True,False,Low
S6791,711844120617,,,SAMBAL ABC 5.7KG,SUSU,Unknown,SERAYA MAKMUR P,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,77300.0,79700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0301,True,True,Low
S7319,711844130050,,,SAMBAL ABC TOMAT 1000G REFF,MINUMAN,Unknown,SERAYA MAKMUR P,1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,11966.66,12700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,22.0,0.0577,True,False,Low
S6713,908538106525,,,SAMBAL DUA BELIBIS  340ML,BUMBU,Unknown,PT. SUKSES JAYA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,6305.0,6500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.03,True,False,Low
S6942,89686405194,,,SAMBAL GOLLON,BUMBU,Unknown,INDOMARCO,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,45772.0,47200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,22.0,0.0303,True,False,Low
S7137,89686400854,,,SAMBAL IF EXTRA PDS 275ML,DETERGEN,Unknown,INDOMARCO,1899-12-30,24,1,BUNGKUS,Unknown,Unknown,0,0,6104.83,6500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0608,True,True,Low
S6870,89686400496,,,SAMBAL IF PEDAS GALON,MAKANAN BAYI,Unknown,INDOMARCO,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,51931.0,53500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.0293,True,False,Low
S7233,8992903759180,,,SAMBAL JEMPOL 320ML HOT&SWEET,KECAP & SAUCE,Unknown,"BINTANG LIMA, P",1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,7000.0,7400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0541,True,False,Low
S7232,8992903116037,,,SAMBAL JEMPOL 320ML SEAFOOD,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,6,1,PCs,Unknown,Unknown,0,0,7000.0,7400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.0541,True,False,Low
S6833,89686405187,,,SAMBAL PL PEDAS,BUMBU,Unknown,INDOMARCO,1899-12-30,20,1,BUNGKUS,Unknown,Unknown,0,0,5200.0,5500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.0545,True,False,Low
S7597,8991818080068,,,SAMBAL TERASI,SUSU,Unknown,"BINTANG LIMA, P",1899-12-30,10,1,PCs,Unknown,Unknown,0,0,12000.0,12700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,43.0,0.0551,True,False,Low
S7345,711844120396,,,SAMBAL TERASI ABC 200G,MENTEGA,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,PACKs,Unknown,Unknown,0,0,11375.0,11900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,10.0,0.0441,True,False,Low
S7315,8997004380943,,,SAMBAL XU XING ACEH 140ML,SABUN & SAMPHOO,Unknown,CV.WAHANA TIRTA,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,6471.0,6800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0484,True,True,Low
S7316,8997004380929,,,SAMBAL XU XING ACEH 350ML,SABUN & SAMPHOO,Unknown,CV.WAHANA TIRTA,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,12942.0,13600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,8.0,0.0484,True,False,Low
S7314,8997004380578,,,SAMBAL XU XING RAWIT 140ML,SABUN & SAMPHOO,Unknown,CV.WAHANA TIRTA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,5442.0,5800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.0617,True,False,Low
S7317,8997004380660,,,SAMBAL XU XING RAWIT 350ML,SABUN & SAMPHOO,Unknown,CV.WAHANA TIRTA,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,8900.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.0532,True,False,Low
S6680,8,,,SAMBALM BAKSO  640ML,KECAP & SAUCE,Unknown,STARTMARA PRATA,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,2375.0,2600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0865,True,True,Low
S6956,8999999719920,,,SAMPHO DOVE HAIRFALL 180ML,DETERGEN,Unknown,PRIMA RINTIS SE,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,16100.0,16900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,0.0473,True,False,Low
S7540,764608035016,,,SAMPOA BAZIC KCL,STATIONERY,Unknown,GAJAH MADA,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,4500.0,6500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.3077,True,True,High
S7159,8999909004528,,,SAMPOERNA FLAVA,ROKOK,Unknown,ANGUANG,1899-12-30,10,1,PCs,Unknown,Unknown,0,0,96930.0,10500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,42.0,-1.0,True,False,Negative
S7160,8999909004573,,,SAMPOERNA FLAVA 1SLP,ROKOK,Unknown,ANGUANG,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,96930.0,98000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,38.0,0.0109,True,False,Low
S6511,8999909147799,,,SAMPOERNA HIJAU 20X12,ROKOK,Unknown,ANGUANG,1899-12-30,1,1,SLOF,Unknown,Unknown,0,0,136000.0,137000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,19.0,0.0073,True,False,Low
S6815,8999909830233,,,SAMPOERNA KRETEK,ROKOK,Unknown,ANGUANG,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,133740.0,13500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,-1.0,True,True,Negative
S0631,8999909085114,,,SAMPOERNA KRETEK 12,ROKOK,Unknown,ANGUANG,1899-12-30,20,1,BUNGKUS,Unknown,Unknown,0,0,6800.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,40,0,0,56.0,0.0933,True,True,Low
S3322,8999909039988,,,SAMPOERNA KRETEK GESER 12,ROKOK,Unknown,ANGUANG,1899-12-30,20,1,BUNGKUS,Unknown,Unknown,0,0,5823.0,6500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1042,True,True,Medium
S6008,8999909999442,,,SAMPOERNA MILD 12,ROKOK,Unknown,a,1899-12-30,1,1,SLOF,Unknown,Unknown,0,0,90000.0,91500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0164,True,True,Low
S6017,8999909424999,,,SAMPOERNA MILD 16 MERAH,ROKOK,Unknown,ANGUANG,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,121770.0,125000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.0258,True,False,Low
S6007,8999909073999,,,SAMPOERNA MILD MENTHOL,ROKOK,Unknown,ANGUANG,1899-12-30,1,1,KARDUS,Unknown,Unknown,0,0,121770.0,122500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.006,True,False,Low
S0637,8999909982000,,,SAMPOERNA MILD12,ROKOK,Unknown,ANGUANG,1899-12-30,10,1,BUNGKUS,Unknown,Unknown,0,0,8600.0,10000,,,,,,,,,Unknown,Unknown,Unknown,,,130,0,0,44.0,0.14,True,False,Medium
S0638,8999909096004,,,SAMPOERNA MILD16,ROKOK,Unknown,ANGUANG,1899-12-30,10,1,BUNGKUS,Unknown,Unknown,0,0,12177.0,13500,,,,,,,,,Unknown,Unknown,Unknown,,,20,0,0,21.0,0.098,True,False,Low
S0640,8999909076006,,,SAMPOERNA MTL 16,ROKOK,Unknown,ANGUANG,1899-12-30,10,1,BUNGKUS,Unknown,Unknown,0,0,12177.0,13500,,,,,,,,,Unknown,Unknown,Unknown,,,20,0,0,21.0,0.098,True,False,Low
S6704,71,,,SAMPUL BUKU  KERTAS,STATIONERY,Unknown,ASIA MAKMUR PER,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,5000.0,6000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1667,True,True,Medium
S6730,102,,,SAMPUL BUKU KERTAS 1PACK,SNACK,Unknown,BATAM PEPER CV,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,6500.0,8500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.2353,True,False,High
S6705,73,,,SAMPUL BUKU OPP,STATIONERY,Unknown,BERKAT STATIONE,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,4700.0,5000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.06,True,True,Low
S6731,103,,,SAMPUL PLASTIK BOXY,SNACK,Unknown,BATAM PEPER CV,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,6000.0,8000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.25,True,False,High
S6732,104,,,SAMPUL PLASTIK QUARTO 1PACK,SNACK,Unknown,BATAM PEPER CV,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,5500.0,7500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.2667,True,False,High
S6174,8993008122503,,,SANAFLU 25STRIP@4TAB,OBATAN,Unknown,GEMBIRA,1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,28000.0,29500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0508,True,False,Low
S0642,8993008125047,,,SANAFLU 4S TABLET 25X4S,OBATAN,Unknown,"BINTANG LIMA, P",1899-12-30,25,1,PCs,Unknown,Unknown,0,0,1080.0,1400,,,,,,,,,Unknown,Unknown,Unknown,,,50,0,0,28.0,0.2286,True,False,High
S4894,8992694222627,,,SANEX B.MIST SPRAY 100ML ACTIVE,PARFUM,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,9339.0,9800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.047,True,False,Low
S4893,8992694222528,,,SANEX B.MIST SPRAY 100ML FRESH,PARFUM,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,9339.0,9800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,7.0,0.047,True,False,Low
S3771,8992694222603,,,SANEX COL 100ML AKTIVE BOOST,PARFUM,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8370.0,8800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,2.0,0.0489,True,False,Low
S0649,8992694220234,,,SANEX COL 100ML FRESH SPIRIT,PARFUM,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8370.0,9200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,38.0,0.0902,True,False,Low
S7198,8992694222030,,,SANEX NATUR PROTECT NORMAL 40ML,COKELAT,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8910.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0521,True,True,Low
S7199,8992694222047,,,SANEX NATUR SENSITIVE 40ML,COKELAT,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8910.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.0521,True,False,Low
S4286,9556076006183,,,SANEX ROD 50ML INVISIBLE,KOSMETIK,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8910.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,38.0,0.0521,True,False,Low
S0662,9556076000877,,,SANEX ROD 50ML PROTECTOR,PARFUM,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8910.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.0521,True,False,Low
S0661,5000231043925,,,SANEX ROD 50ML SENSITIVE,KOSMETIK,Unknown,"SUMBER SARI,CV",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8910.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,43.0,0.0521,True,False,Low
S7349,8997020120059,,,SANFORD 1.5ML,KECAP & SAUCE,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,PACKs,Unknown,Unknown,0,0,1916.66,3000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,24.0,0.3611,True,False,High
S7348,8997020120042,,,SANFORD 600ML,KECAP & SAUCE,Unknown,SERAYA MAKMUR P,1899-12-30,24,1,PACKs,Unknown,Unknown,0,0,958.33,1500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.3611,True,False,High
S4794,8994573000807,,,SANGOBION 10S M&S,OBATAN,Unknown,"BINTANG LIMA, P",1899-12-30,25,1,PCs,Unknown,Unknown,0,0,7620.0,8400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0929,True,False,Low
S0668,8993496001083,,,SANIA M.GORENG 1LT POUCH,MINYAK GORENG,Unknown,STARTMARA PRATA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,9727.08,10300,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,28.0,0.0556,True,False,Low
S0669,8993496001076,,,SANIA M.GORENG 2LT POUCH,MINYAK GORENG,Unknown,MEGA MALL BTM C,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,18637.0,19300,,,,,,,,,Unknown,Unknown,Unknown,,,12,0,0,36.0,0.0344,True,False,Low
S7301,8993496106870,,,SANIA ROYALE 2 LTR REFF,MINYAK GORENG,Unknown,STARTMARA PRATA,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,20833.33,21500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,23.0,0.031,True,False,Low
S7048,8994037701394,,,SANIC 828 80G REF FLORAL,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,1,1,LUSIN,Unknown,Unknown,0,0,5300.0,5800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0862,True,False,Low
S0673,8994037700298,,,SANIC 828 80G REF LAVENDER,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,5300.0,5800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,25.0,0.0862,True,False,Low
S0674,8994037700267,,,SANIC 828 80G REF LEMON,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,5300.0,5800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0862,True,True,Low
S0675,8994037700281,,,SANIC 828 80G REF MELON,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,5300.0,5800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,35.0,0.0862,True,False,Low
S0676,8994037700274,,,SANIC 828 80G REF ORANGE,TANDAS,Unknown,BENTORO ADISAND,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,5300.0,5800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.0862,True,True,Low
S6743,8994037702322,,,SANIC CF9 SET FNER GIZING,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,18150.0,19700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0787,True,True,Low
S5345,8994037702438,,,SANIC CF9 SET RELAXING,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,18150.0,19700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,30.0,0.0787,True,False,Low
S5344,8994037701431,,,SANIC CF9 SET SPA FRESH,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,18150.0,19700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,11.0,0.0787,True,False,Low
S6785,8994037700885,,,SANIC CRISTAL 70ML,TANDAS,Unknown,BENTORO ADISAND,1899-12-30,13,1,PCs,Unknown,Unknown,0,0,21000.0,22200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.0541,True,False,Low
S5637,8994037701912,,,SANIC CRISTAL ORG BANDED TKY C 10S,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,13,1,PCs,Unknown,Unknown,0,0,21000.0,22200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0541,True,False,Low
S6787,8994037702025,,,SANIC CRYSTAL 70GR LEMON,TANDAS,Unknown,BENTORO ADISAND,1899-12-30,13,1,PCs,Unknown,Unknown,0,0,21000.0,22200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0541,True,False,Low
S6786,8994037700892,,,SANIC CRYSTAL 70GR ROMANTYC SPRING,TANDAS,Unknown,BENTORO ADISAND,1899-12-30,13,1,PCs,Unknown,Unknown,0,0,21000.0,22200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,17.0,0.0541,True,False,Low
S5502,8994037700809,,,SANIC SCENT 80G CITRUS,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,4100.0,4500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,23.0,0.0889,True,False,Low
S5504,8994037700830,,,SANIC SCENT 80G HONEY DEW,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,13,1,PCs,Unknown,Unknown,0,0,4100.0,4600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.1087,True,False,Medium
S5505,8994037700823,,,SANIC SCENT 80G LAVENDER,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,13,1,PCs,Unknown,Unknown,0,0,4100.0,4600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.1087,True,False,Medium
S5503,8994037700793,,,SANIC SCENT 80G LEMON,PARFUM,Unknown,BENTORO ADISAND,1899-12-30,13,1,PCs,Unknown,Unknown,0,0,4100.0,4600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,5.0,0.1087,True,False,Medium
S4173,8994320301263,,,SANKOBE PLAS CHAMOIS,TANDAS,Unknown,"INDOSINMA JAYA,",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,7500.0,10500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.2857,True,True,High
